"","VariantID","DISEASE/TRAIT","MAPPED_GENE","CONTEXT","INTERGENIC","RISK ALLELE FREQUENCY","MAPPED_TRAIT","EnsVar_most_severe_consequence","Parent term","monogenic_searched_resource","monogenic_disease_name"
"1836","rs11066301","Serum total protein level","PTPN11","intron_variant",0,"NR","blood protein measurement","intron_variant","Hematological measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Noonan sindrome"
"1837","rs1114347","Serum total protein level","PKHD1","intron_variant",0,"NR","blood protein measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Polycystic kidney and hepatic disease-1 (ARPKD)"
"1838","rs1114347","Serum total protein level","PKHD1","intron_variant",0,"NR","blood protein measurement","intron_variant","Hematological measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Polycystic kidney and hepatic disease-1 (ARPKD)"
"1839","rs11248911","Serum total protein level","PKD1","non_coding_transcript_exon_variant",0,"NR","total blood protein measurement","splice_polypyrimidine_tract_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Polycystic kidney disease type 1 (PKD1)"
"1840","rs11248911","Serum total protein level","PKD1","non_coding_transcript_exon_variant",0,"NR","total blood protein measurement","splice_polypyrimidine_tract_variant","Hematological measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Polycystic kidney disease type 1 (PKD1)"
"1841","rs1581717","Serum total protein level","PKHD1","intron_variant",0,"NR","total blood protein measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Polycystic kidney and hepatic disease-1 (ARPKD)"
"1842","rs1581717","Serum total protein level","PKHD1","intron_variant",0,"NR","total blood protein measurement","intron_variant","Hematological measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Polycystic kidney and hepatic disease-1 (ARPKD)"
"1843","rs334","Severe malaria","HBB","missense_variant",0,"NR","malaria","missense_variant","Digestive system disorder","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Sickle cell anemia"
"1844","rs334","Severe malaria","HBB","missense_variant",0,"NR","malaria","missense_variant","Digestive system disorder","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Thalassemia-?"
"1845","rs2234694","Sex hormone-binding globulin levels","SOD1","intron_variant",0,"0.955743","sex hormone-binding globulin measurement","intron_variant","Other measurement","Antonarakis SE. The search for allelic variants that cause monogenic disorders or predispose to common, complex polygenic phenotypes.","Amyotrophic lateral sclerosis, familial"
"1846","rs2228561","Sex hormone-binding globulin levels","COL7A1","missense_variant",0,"NR","sex hormone-binding globulin measurement","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Epidermolysis bullosa dystrophica/pruriginosa"
"1847","rs2234694","Sex hormone-binding globulin levels adjusted for BMI","SOD1","intron_variant",0,"0.955743","sex hormone-binding globulin measurement","intron_variant","Other measurement","Antonarakis SE. The search for allelic variants that cause monogenic disorders or predispose to common, complex polygenic phenotypes.","Amyotrophic lateral sclerosis, familial"
"1848","rs148559047","Skeletal age","FANCA","intron_variant",0,"0.03","skeletal age","intron_variant","Other trait","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Fanconi anemia A"
"1849","rs12931267","Skin pigmentation traits","FANCA","intron_variant",0,"","skin pigmentation","intron_variant","Other trait","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Fanconi anemia A"
"1850","rs12931267","Skin pigmentation traits","FANCA","intron_variant",0,"","skin pigmentation","intron_variant","Other trait","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Fanconi anemia A"
"1851","rs16960981","Skin reflectance (Melanin index)","FBN1","non_coding_transcript_exon_variant",0,"NR","skin pigmentation measurement","non_coding_transcript_exon_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Marfan syndrome"
"1852","rs12931267","Skin sensitivity to sun","FANCA","intron_variant",0,"0.091","skin sensitivity to sun","intron_variant","Immune system disorder","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Fanconi anemia A"
"1853","rs72673939","Smoking initiation","EXT1","intron_variant",0,"0.19","smoking initiation","intron_variant","Biological process","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Exostoses multiple type I (EXT1)"
"1854","rs117476502","Smoking initiation","EXT1","intron_variant",0,"0.0798","smoking initiation","intron_variant","Biological process","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Exostoses multiple type I (EXT1)"
"1855","rs8023401","Spherical equivalent (joint analysis main effects and education interaction)","FBN1","intron_variant",0,"0.87","refractive error, self reported educational attainment","intron_variant","Other disease","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Marfan syndrome"
"1856","rs8023401","Spherical equivalent (joint analysis main effects and education interaction)","FBN1","intron_variant",0,"0.87","refractive error, self reported educational attainment","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Marfan syndrome"
"1857","rs8023401","Spherical equivalent (joint analysis main effects and education interaction)","FBN1","intron_variant",0,"0.87","refractive error, self reported educational attainment","intron_variant","Other disease","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Marfan syndrome"
"1858","rs8023401","Spherical equivalent (joint analysis main effects and education interaction)","FBN1","intron_variant",0,"0.87","refractive error, self reported educational attainment","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Marfan syndrome"
"1859","rs34539187","Spherical equivalent or myopia (age of diagnosis)","FBN1","intron_variant",0,"0.88","refractive error, age at onset, Myopia","intron_variant","Other disease","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Marfan syndrome"
"1860","rs34539187","Spherical equivalent or myopia (age of diagnosis)","FBN1","intron_variant",0,"0.88","refractive error, age at onset, Myopia","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Marfan syndrome"
"1861","rs34539187","Spherical equivalent or myopia (age of diagnosis)","FBN1","intron_variant",0,"0.88","refractive error, age at onset, Myopia","intron_variant","Other trait","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Marfan syndrome"
"1862","rs72960501","Sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0) levels in elite athletes","ABCA4","intron_variant",0,"NR","lipid measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Stargardt disease"
"1863","rs35785620","Sphingomyelin phosphodiesterase level in Chronic kidney disease with hypertension and no diabetes (10818_36)","SMPD1","missense_variant",0,"0.04","protein measurement","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Niemann-Pick disease"
"1864","rs76572975","Stachydrine levels in elite athletes","PKHD1","missense_variant",0,"NR","stachydrine measurement","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Polycystic kidney and hepatic disease-1 (ARPKD)"
"1865","rs9810955","Stearoylcholine levels in elite athletes","GLB1","intron_variant",0,"NR","lipid measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Gangliosidosis (GM1)"
"1866","rs115693937","Strep throat","HIBCH","intron_variant",0,"NR","susceptibility to strep throat measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Methacrylic Aciduria, deficiency of beta-hydroxyisobutyryl-CoA deacylase"
"1867","rs199633759","Suicide attempts","FBN1","intron_variant",0,"NR","attempted suicide","intron_variant","Biological process","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Marfan syndrome"
"1868","rs57790277","Suicide attempts","FBN1","intron_variant",0,"NR","attempted suicide","intron_variant","Biological process","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Marfan syndrome"
"1869","rs77378519","Suicide attempts","FBN1","intron_variant",0,"NR","attempted suicide","intron_variant","Biological process","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Marfan syndrome"
"1870","rs34064757","Sum eosinophil basophil counts","GLB1","intron_variant",0,"0.367","basophil count, eosinophil count","intron_variant","Inflammatory measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Gangliosidosis (GM1)"
"1871","rs34064757","Sum eosinophil basophil counts","GLB1","intron_variant",0,"0.367","basophil count, eosinophil count","intron_variant","Hematological measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Gangliosidosis (GM1)"
"1872","rs113548871","Sunburns","FANCA","intron_variant",0,"NR","sunburn","intron_variant","Other disease","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Fanconi anemia A"
"1873","rs138804614","Sunburns","FANCA","intron_variant",0,"NR","sunburn","intron_variant","Other disease","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Fanconi anemia A"
"1874","rs3922844","Supraventricular ectopy","SCN5A","intron_variant",0,"NR","supraventricular ectopy","intron_variant","Cardiovascular disease","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Brugada sindrome - Long QT syndrome-3"
"1875","rs11066301","Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies)","PTPN11","intron_variant",0,"NR","systemic scleroderma, rheumatoid arthritis, myositis, obsolete_systemic lupus erythematosus","intron_variant","Cardiovascular disease","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Noonan sindrome"
"1876","rs11066301","Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies)","PTPN11","intron_variant",0,"NR","systemic scleroderma, rheumatoid arthritis, myositis, obsolete_systemic lupus erythematosus","intron_variant","Immune system disorder","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Noonan sindrome"
"1877","rs1036477","Systolic blood pressure","FBN1","intron_variant",0,"","systolic blood pressure","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Marfan syndrome"
"1878","rs11066309","Systolic blood pressure","PTPN11","intron_variant",0,"NR","systolic blood pressure","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Noonan sindrome"
"1879","rs1678981","Systolic blood pressure","FBN1","intron_variant",0,"","systolic blood pressure","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Marfan syndrome"
"1880","rs17037390","Systolic blood pressure","MTHFR","non_coding_transcript_exon_variant",0,"0.155","systolic blood pressure","non_coding_transcript_exon_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Homocystinuria"
"1881","rs77357563","Systolic blood pressure","TBX5","missense_variant",0,"0.0052","systolic blood pressure","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Holt-Oram Sindrome (HOS)"
"1882","rs77357563","Systolic blood pressure","TBX5","missense_variant",0,"NR","systolic blood pressure","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Holt-Oram Sindrome (HOS)"
"1883","rs77357563","Systolic blood pressure","TBX5","missense_variant",0,"NR","systolic blood pressure","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Holt-Oram Sindrome (HOS)"
"1884","rs7174973","Systolic blood pressure","FBN1","intron_variant",0,"NR","systolic blood pressure","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Marfan syndrome"
"1885","rs11066320","Systolic blood pressure","PTPN11","intron_variant",0,"0.4165","systolic blood pressure","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Noonan sindrome"
"1886","rs1018148","Systolic blood pressure","FBN1","intron_variant",0,"0.0949","systolic blood pressure","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Marfan syndrome"
"1887","rs140869992","Systolic blood pressure","PKD1","missense_variant",0,"0.0142","systolic blood pressure","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Polycystic kidney disease type 1 (PKD1)"
"1888","rs630539","Systolic blood pressure change trajectory","NAGLU","intron_variant",0,"","systolic blood pressure change measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Mucopolysaccharidosis Type IIIB - Sanfilippo sindrome B (MPS3B)"
"1889","rs3753584","Systolic blood pressure x alcohol consumption (light vs heavy) interaction (2df test)","MTHFR","5_prime_UTR_variant",0,"0.84","systolic blood pressure, alcohol consumption measurement","5_prime_UTR_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Homocystinuria"
"1890","rs686861","Systolic blood pressure x alcohol consumption interaction (2df test)","FBN1","intron_variant",0,"0.91","systolic blood pressure, alcohol drinking","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Marfan syndrome"
"1891","rs686861","Systolic blood pressure x alcohol consumption interaction (2df test)","FBN1","intron_variant",0,"0.91","systolic blood pressure, alcohol drinking","intron_variant","Biological process","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Marfan syndrome"
"1892","rs6541006","Systolic blood pressure x smoking status (current vs non-current) interaction (2df test)","MTHFR","intron_variant",0,"NR","smoking status measurement, systolic blood pressure","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Homocystinuria"
