"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs11554257-<b>G</b>,"1 x 10-6","(Analysis III)",NR,1.82,'-,[NR],"DELEC1, TNFSF15","Ulcerative colitis","ulcerative colitis",'-,GCST000853,9:114842790
rs1801274-<b>?</b>,"2 x 10-12",,0.78,1.59,'-,[1.39-1.82],FCGR2A,"Ulcerative colitis","ulcerative colitis",'-,GCST000529,1:161509955
rs9263739-<b>T</b>,"4 x 10-67",,0.15,2.73,'-,[2.43-3.07],CCHCR1,"Ulcerative colitis","ulcerative colitis",'-,GCST000529,6:31143579
rs17085007-<b>C</b>,"7 x 10-8",,0.23,1.35,'-,[1.21-1.51],"RPS21P8, FGFR1OP2P1","Ulcerative colitis","ulcerative colitis",'-,GCST000529,13:26957130
rs10975003-<b>C</b>,"1 x 10-6",,0.19,1.34,'-,[1.18-1.51],"INSL4, INSL6","Ulcerative colitis","ulcerative colitis",'-,GCST000529,9:5213687
rs2395185-<b>G</b>,"5 x 10-22",,0.61,1.92,'-,[1.68-2.19],HLA-DRB9,"Ulcerative colitis","ulcerative colitis",'-,GCST000529,6:32465390
rs2108225-<b>A</b>,"1 x 10-7",,0.65,1.32,'-,[1.19-1.47],"PIGCP2, DLD","Ulcerative colitis","ulcerative colitis",'-,GCST000529,7:107812658
rs9268480-<b>G</b>,"3 x 10-6",,0.91,1.82,'-,[1.43-2.33],"BTNL2, TSBP1-AS1","Ulcerative colitis","ulcerative colitis",'-,GCST000529,6:32396067
rs2872507-<b>A</b>,"5 x 10-11",,0.46,1.15,'-,[1.10-1.19],"GSDMB, ZPBP2","Ulcerative colitis","ulcerative colitis",'-,GCST000964,17:39884510
rs6017342-<b>C</b>,"1 x 10-20",,0.54,1.2,'-,[1.15-1.26],LINC01620,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,20:44436388
rs1801274-<b>A</b>,"2 x 10-20",,0.51,1.21,'-,[1.16-1.26],FCGR2A,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,1:161509955
rs5771069-<b>G</b>,"2 x 10-7",,0.51,1.11,'-,[1.07-1.16],IL17REL,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,22:49997051
rs9268853-<b>T</b>,"1 x 10-55",,0.66,1.4,'-,[1.34-1.47],HLA-DRB9,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,6:32461866
rs2310173-<b>T</b>,"3 x 10-12",,0.46,1.09,'-,[1.05-1.14],"IL1R1, IL1R2","Ulcerative colitis","ulcerative colitis",'-,GCST000964,2:102047167
rs9822268-<b>A</b>,"2 x 10-17",,0.30,1.21,'-,[1.16-1.26],APEH,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,3:49682296
rs4246905-<b>C</b>,"6 x 10-12",,0.71,1.1,'-,[1.05-1.15],TNFSF15,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,9:114790969
rs11739663-<b>T</b>,"3 x 10-8",,0.77,1.15,'-,[1.09-1.21],"CEP72-DT, MIR4456","Ulcerative colitis","ulcerative colitis",'-,GCST000964,5:593968
rs4510766-<b>A</b>,"2 x 10-16",,0.56,1.2,'-,[1.15-1.26],"DLD, PIGCP2","Ulcerative colitis","ulcerative colitis",'-,GCST000964,7:107852344
rs6584283-<b>T</b>,"8 x 10-21",,0.47,1.21,'-,[1.16-1.26],LINC01475,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,10:99530544
rs10758669-<b>C</b>,"2 x 10-25",,0.35,1.17,'-,[1.12-1.21],"HNRNPA1P41, JAK2","Ulcerative colitis","ulcerative colitis",'-,GCST000964,9:4981602
rs734999-<b>C</b>,"3 x 10-9",,0.52,1.05,'-,[1.01-1.09],"TNFRSF14, PRXL2B","Ulcerative colitis","ulcerative colitis",'-,GCST000964,1:2581777
rs2155219-<b>T</b>,"5 x 10-16",,0.5,1.13,'-,[1.08-1.17],"LINC02757, EMSY","Ulcerative colitis","ulcerative colitis",'-,GCST000964,11:76588150
rs267939-<b>C</b>,"6 x 10-12",,0.37,1.1,'-,[1.06-1.15],DAP,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,5:10752203
rs6451493-<b>T</b>,"3 x 10-9",,0.61,1.08,'-,[1.04-1.12],'-,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,5:40410833
rs6871626-<b>A</b>,"1 x 10-21",,0.33,1.17,'-,[1.12-1.22],"LINC01845, IL12B","Ulcerative colitis","ulcerative colitis",'-,GCST000964,5:159399784
rs6920220-<b>A</b>,"8 x 10-17",,0.21,1.14,'-,[1.09-1.20],"BTF3L4P3, LINC02539","Ulcerative colitis","ulcerative colitis",'-,GCST000964,6:137685367
rs12261843-<b>G</b>,"7 x 10-10",,0.29,1.07,'-,[1.03-1.12],CCNY,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,10:35265126
rs6911490-<b>T</b>,"1 x 10-8",,0.21,1.08,'-,[1.03-1.13],"ATG5, PRDM1","Ulcerative colitis","ulcerative colitis",'-,GCST000964,6:106074152
rs3024505-<b>A</b>,"6 x 10-17",,0.16,1.25,'-,[1.19-1.32],"Y_RNA, IL10","Ulcerative colitis","ulcerative colitis",'-,GCST000964,1:206766559
rs16940202-<b>C</b>,"6 x 10-19",,0.18,1.15,'-,[1.10-1.21],LINC02132,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,16:85980635
rs6426833-<b>A</b>,"4 x 10-35",,0.54,1.3,'-,[1.25-1.35],"RNF186, OTUD3","Ulcerative colitis","ulcerative colitis",'-,GCST000964,1:19845367
rs2836878-<b>G</b>,"2 x 10-22",,0.74,1.25,'-,[1.20-1.32],RPL23AP12,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,21:39093608
rs7608910-<b>G</b>,"2 x 10-14",,0.39,1.19,'-,[1.14-1.24],PUS10,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,2:60977721
rs35675666-<b>G</b>,"5 x 10-9",,0.83,1.08,'-,[1.02-1.15],PARK7,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,1:7961913
rs7524102-<b>A</b>,"2 x 10-13",,0.83,1.1,'-,[1.05-1.16],"PPIAP34, ZBTB40","Ulcerative colitis","ulcerative colitis",'-,GCST000964,1:22371954
rs4676406-<b>T</b>,"8 x 10-11",,0.52,1.14,'-,[1.09-1.18],"GPR35, AQP12B","Ulcerative colitis","ulcerative colitis",'-,GCST000964,2:240639691
rs254560-<b>A</b>,"1 x 10-9",,0.40,1.07,'-,[1.03-1.12],C5orf66,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,5:135107916
rs17388568-<b>A</b>,"9 x 10-7",,0.27,1.12,'-,[1.07-1.17],ADAD1,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,4:122408207
rs798502-<b>A</b>,"3 x 10-15",,0.71,1.13,'-,[1.08-1.18],"GNA12, AMZ1","Ulcerative colitis","ulcerative colitis",'-,GCST000964,7:2750246
rs11209026-<b>G</b>,"5 x 10-28",,0.94,1.74,'-,[1.57-1.92],IL23R,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,1:67240275
rs4728142-<b>A</b>,"2 x 10-8",,0.44,1.07,'-,[1.03-1.11],"KCP, IRF5","Ulcerative colitis","ulcerative colitis",'-,GCST000964,7:128933913
rs7134599-<b>A</b>,"1 x 10-16",,0.39,1.19,'-,[1.19-1.24],IFNG-AS1,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,12:68106295
rs10781499-<b>A</b>,"3 x 10-19",,0.41,1.12,'-,[1.08-1.17],CARD9,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,9:136371953
rs11676348-<b>T</b>,"1 x 10-10",,0.49,1.07,'-,[1.03-1.11],"CXCR2, CXCR1","Ulcerative colitis","ulcerative colitis",'-,GCST000964,2:218145423
rs941823-<b>C</b>,"4 x 10-12",,0.76,1.12,'-,[1.07-1.17],LINC00598,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,13:40439840
rs7554511-<b>C</b>,"2 x 10-13",,0.72,1.19,'-,[1.14-1.25],INAVA,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,1:200908434
rs3194051-<b>G</b>,"4 x 10-8",,0.27,1.07,'-,[1.02-1.12],IL7R,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,5:35876172
rs943072-<b>G</b>,"2 x 10-10",,0.09,1.15,'-,[1.08-1.23],"LINC02537, VEGFA","Ulcerative colitis","ulcerative colitis",'-,GCST000964,6:43828231
rs907611-<b>A</b>,"1 x 10-10",,0.32,1.08,'-,[1.03-1.13],LSP1,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,11:1852842
rs678170-<b>A</b>,"5 x 10-14",,0.66,1.09,'-,[1.05-1.14],"NXPE4, NXPE1","Ulcerative colitis","ulcerative colitis",'-,GCST000964,11:114561234
rs1297265-<b>A</b>,"7 x 10-13",,0.56,1.11,'-,[1.06-1.15],CYCSP42,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,21:15444732
rs17085007-<b>C</b>,"1 x 10-16",,0.18,1.16,'-,[1.10-1.21],"RPS21P8, FGFR1OP2P1","Ulcerative colitis","ulcerative colitis",'-,GCST000964,13:26957130
rs2297441-<b>A</b>,"2 x 10-10",,0.77,1.09,'-,[1.04-1.15],"RTEL1, RTEL1-TNFRSF6B","Ulcerative colitis","ulcerative colitis",'-,GCST000964,20:63696229
rs2838519-<b>G</b>,"6 x 10-11",,0.39,1.14,'-,[1.05-1.22],GATD3A,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,21:44195140
rs6499188-<b>A</b>,"4 x 10-8",,0.75,1.14,'-,[1.09-1.20],CDH3,"Ulcerative colitis","ulcerative colitis",'-,GCST000964,16:68640885
rs4654925-<b>G</b>,"9 x 10-22",,0.52,1.41,'-,[1.30-1.54],OTUD3,"Ulcerative colitis","ulcerative colitis",'-,GCST000623,1:19901230
rs7809799-<b>G</b>,"9 x 10-11",,0.04,1.56,'-,[1.36-1.78],"SMURF1, KPNA7","Ulcerative colitis","ulcerative colitis",'-,GCST000623,7:99162881
rs5771069-<b>G</b>,"4 x 10-8",,0.49,1.17,'-,[1.11-1.25],IL17REL,"Ulcerative colitis","ulcerative colitis",'-,GCST000623,22:49997051
rs9268923-<b>C</b>,"4 x 10-15",,0.67,1.45,'-,[1.33-1.59],HLA-DRB9,"Ulcerative colitis","ulcerative colitis",'-,GCST000623,6:32465058
rs6584283-<b>T</b>,"2 x 10-6",,0.46,1.22,'-,[1.12-1.32],LINC01475,"Ulcerative colitis","ulcerative colitis",'-,GCST000623,10:99530544
rs3024493-<b>T</b>,"1 x 10-12",,0.16,1.35,'-,[1.22-1.50],IL10,"Ulcerative colitis","ulcerative colitis",'-,GCST000623,1:206770623
rs2395185-<b>?</b>,"1 x 10-16",,0.67,1.52,'-,'-,HLA-DRB9,"Ulcerative colitis","ulcerative colitis",'-,GCST000311,6:32465390
rs1558744-<b>A</b>,"3 x 10-12",,0.38,1.35,'-,'-,IFNG-AS1,"Ulcerative colitis","ulcerative colitis",'-,GCST000311,12:68110812
rs11209026-<b>?</b>,"1 x 10-8",,0.93,1.79,'-,'-,IL23R,"Ulcerative colitis","ulcerative colitis",'-,GCST000311,1:67240275
rs6426833-<b>G</b>,"5 x 10-13",,0.54,1.37,'-,'-,"RNF186, OTUD3","Ulcerative colitis","ulcerative colitis",'-,GCST000311,1:19845367
rs4598195-<b>?</b>,"1 x 10-6",,0.54,1.23,'-,'-,"DLD, PIGCP2","Ulcerative colitis","ulcerative colitis",'-,GCST000311,7:107862996
rs4730276-<b>?</b>,"9 x 10-6",,0.39,1.22,'-,'-,"PIGCP2, DLD","Ulcerative colitis","ulcerative colitis",'-,GCST000311,7:107843992
rs3806308-<b>?</b>,"7 x 10-9",,0.63,1.28,'-,'-,"OTUD3, RNF186","Ulcerative colitis","ulcerative colitis",'-,GCST000311,1:19816373
rs10889677-<b>A</b>,"1 x 10-8",,0.30,1.29,'-,'-,'-,"Ulcerative colitis","ulcerative colitis",'-,GCST000311,"Mapping not available"
rs4730273-<b>?</b>,"5 x 10-6",,0.70,1.22,'-,'-,"DLD, PIGCP2","Ulcerative colitis","ulcerative colitis",'-,GCST000311,7:107839074
rs2158836-<b>A</b>,"7 x 10-6",,0.35,1.21,'-,'-,LAMB1,"Ulcerative colitis","ulcerative colitis",'-,GCST000311,7:107940394
rs2870946-<b>G</b>,"5 x 10-7",,0.055,1.54,'-,'-,"IL26, IFNG-AS1","Ulcerative colitis","ulcerative colitis",'-,GCST000311,12:68202881
rs668853-<b>G</b>,"2 x 10-6",,0.39,1.2,'-,'-,RPS6P12,"Ulcerative colitis","ulcerative colitis",'-,GCST000311,9:82696232
rs17229285-<b>C</b>,"2 x 10-13",,0.496,1.117,'-,[1.079-1.157],PLCL1,"Ulcerative colitis","ulcerative colitis",'-,GCST001728,2:198658398
rs11739663-<b>T</b>,"2 x 10-8",,0.76,1.071,'-,[1.027-1.117],"CEP72-DT, MIR4456","Ulcerative colitis","ulcerative colitis",'-,GCST001728,5:593968
rs254560-<b>A</b>,"3 x 10-9",,0.397,1.056,'-,[1.019-1.093],C5orf66,"Ulcerative colitis","ulcerative colitis",'-,GCST001728,5:135107916
rs6927022-<b>A</b>,"5 x 10-133",,0.535,1.444,'-,[1.387-1.503],HLA-DQA1,"Ulcerative colitis","ulcerative colitis",'-,GCST001728,6:32644620
rs561722-<b>C</b>,"5 x 10-17",,0.663,1.12,'-,[1.079-1.163],"NXPE2P1, NXPE1","Ulcerative colitis","ulcerative colitis",'-,GCST001728,11:114516108
rs11150589-<b>T</b>,"6 x 10-10",,0.463,1.09,'-,[1.052-1.128],Y_RNA,"Ulcerative colitis","ulcerative colitis",'-,GCST001728,16:30471173
rs7210086-<b>A</b>,"2 x 10-9",,0.797,1.111,'-,[1.062-1.163],"SLC39A11, LINC00511","Ulcerative colitis","ulcerative colitis",'-,GCST001728,17:72645559
rs1126510-<b>G</b>,"2 x 10-9",,0.363,1.075,'-,[1.037-1.113],PTGIR,"Ulcerative colitis","ulcerative colitis",'-,GCST001728,19:46620526
rs6017342-<b>C</b>,"1 x 10-43",,0.53,1.228,'-,[1.185-1.273],LINC01620,"Ulcerative colitis","ulcerative colitis",'-,GCST001728,20:44436388
rs9847710-<b>C</b>,"1 x 10-8",,0.416,1.064,'-,[1.027-1.102],SFMBT1,"Ulcerative colitis","ulcerative colitis",'-,GCST001728,3:53028645
rs3774959-<b>A</b>,"4 x 10-12",,0.358,1.118,'-,[1.077-1.159],NFKB1,"Ulcerative colitis","ulcerative colitis",'-,GCST001728,4:102589957
rs798502-<b>A</b>,"6 x 10-17",,0.709,1.127,'-,[1.084-1.171],"GNA12, AMZ1","Ulcerative colitis","ulcerative colitis",'-,GCST001728,7:2750246
rs4722672-<b>C</b>,"2 x 10-8",,0.183,1.091,'-,[1.043-1.14],"HOXA13, HOXA11-AS","Ulcerative colitis","ulcerative colitis",'-,GCST001728,7:27192143
rs4380874-<b>T</b>,"2 x 10-26",,0.405,1.137,'-,[1.097-1.177],"DLD, PIGCP2","Ulcerative colitis","ulcerative colitis",'-,GCST001728,7:107839870
rs4728142-<b>A</b>,"4 x 10-14",,0.444,1.104,'-,[1.066-1.143],"KCP, IRF5","Ulcerative colitis","ulcerative colitis",'-,GCST001728,7:128933913
rs483905-<b>A</b>,"1 x 10-8",,0.292,1.056,'-,[1.017-1.096],MAML2,"Ulcerative colitis","ulcerative colitis",'-,GCST001728,11:96290263
rs28374715-<b>A</b>,"2 x 10-8",,0.738,1.082,'-,[1.04-1.126],CHP1,"Ulcerative colitis","ulcerative colitis",'-,GCST001728,15:41271752
rs1728785-<b>C</b>,"4 x 10-8",,0.767,1.075,'-,[1.031-1.121],ZFP90,"Ulcerative colitis","ulcerative colitis",'-,GCST001728,16:68557327
rs6088765-<b>G</b>,"2 x 10-8",,0.437,1.079,'-,[1.041-1.117],"PROCR, MMP24OS","Ulcerative colitis","ulcerative colitis",'-,GCST001728,20:35211477
rs10797432-<b>C</b>,"3 x 10-12",,0.522,1.078,'-,[1.041-1.116],"PRXL2B, TNFRSF14","Ulcerative colitis","ulcerative colitis",'-,GCST001728,1:2569899
rs6426833-<b>A</b>,"2 x 10-68",,0.542,1.265,'-,[1.221-1.31],"RNF186, OTUD3","Ulcerative colitis","ulcerative colitis",'-,GCST001728,1:19845367
rs2816958-<b>G</b>,"2 x 10-17",,0.887,1.23,'-,[1.161-1.302],NR5A2,"Ulcerative colitis","ulcerative colitis",'-,GCST001728,1:200132792
rs1016883-<b>G</b>,"3 x 10-8",,0.817,1.1,'-,[1.051-1.15],PLCL1,"Ulcerative colitis","ulcerative colitis",'-,GCST001728,2:198016944
rs3806308-<b>G</b>,"3 x 10-8",,NR,1.15,'-,'-,"OTUD3, RNF186","Ulcerative colitis","ulcerative colitis",'-,GCST000624,1:19816373
rs1992950-<b>A</b>,"5 x 10-6",,NR,1.25,'-,'-,SATB2,"Ulcerative colitis","ulcerative colitis",'-,GCST000624,2:199425636
rs2395185-<b>G</b>,"9 x 10-23",,NR,1.49,'-,[NR],HLA-DRB9,"Ulcerative colitis","ulcerative colitis",'-,GCST000624,6:32465390
rs2836878-<b>G</b>,"1 x 10-8",,NR,1.27,'-,[NR],RPL23AP12,"Ulcerative colitis","ulcerative colitis",'-,GCST000624,21:39093608
rs4781011-<b>T</b>,"3 x 10-6",,NR,1.15,'-,[NR],CIITA,"Ulcerative colitis","ulcerative colitis",'-,GCST000624,16:10881454
rs10758669-<b>C</b>,"1 x 10-6",,NR,1.16,'-,[NR],"HNRNPA1P41, JAK2","Ulcerative colitis","ulcerative colitis",'-,GCST000624,9:4981602
rs10800309-<b>A</b>,"3 x 10-9",,NR,1.23,'-,[NR],FCGR2A,"Ulcerative colitis","ulcerative colitis",'-,GCST000624,1:161502368
rs11190140-<b>T</b>,"1 x 10-8",,NR,1.23,'-,[NR],"NKX2-3, LINC01475","Ulcerative colitis","ulcerative colitis",'-,GCST000624,10:99531836
rs11584383-<b>C</b>,"2 x 10-7",,NR,1.11,'-,[NR],"KIF21B, MROH3P","Ulcerative colitis","ulcerative colitis",'-,GCST000624,1:200966738
rs13003464-<b>G</b>,"7 x 10-9",,NR,1.18,'-,[NR],PUS10,"Ulcerative colitis","ulcerative colitis",'-,GCST000624,2:60959694
rs1317209-<b>T</b>,"2 x 10-10",,NR,1.34,'-,[NR],"TMCO4, RNF186","Ulcerative colitis","ulcerative colitis",'-,GCST000624,1:19813543
rs1558744-<b>A</b>,"4 x 10-12",,NR,1.2,'-,[NR],IFNG-AS1,"Ulcerative colitis","ulcerative colitis",'-,GCST000624,12:68110812
rs1736135-<b>T</b>,"2 x 10-7",,NR,1.06,'-,[NR],CYCSP42,"Ulcerative colitis","ulcerative colitis",'-,GCST000624,21:15432901
rs2201841-<b>C</b>,"1 x 10-13",,NR,1.16,'-,[NR],"IL23R, C1orf141","Ulcerative colitis","ulcerative colitis",'-,GCST000624,1:67228519
rs2305480-<b>T</b>,"3 x 10-8",,NR,1.25,'-,[NR],GSDMB,"Ulcerative colitis","ulcerative colitis",'-,GCST000624,17:39905943
rs3024505-<b>T</b>,"1 x 10-8",,NR,1.28,'-,[NR],"Y_RNA, IL10","Ulcerative colitis","ulcerative colitis",'-,GCST000624,1:206766559
rs3197999-<b>T</b>,"4 x 10-9",,NR,1.21,'-,[NR],MST1,"Ulcerative colitis","ulcerative colitis",'-,GCST000624,3:49684099
rs4077515-<b>A</b>,"5 x 10-8",,NR,1.22,'-,[NR],CARD9,"Ulcerative colitis","ulcerative colitis",'-,GCST000624,9:136372044
rs4598195-<b>A</b>,"8 x 10-8",,NR,1.11,'-,[NR],"DLD, PIGCP2","Ulcerative colitis","ulcerative colitis",'-,GCST000624,7:107862996
rs4957048-<b>C</b>,"1 x 10-9",,NR,1.11,'-,[NR],"CEP72, MIR4456","Ulcerative colitis","ulcerative colitis",'-,GCST000624,5:583327
rs6426833-<b>A</b>,"2 x 10-21",,NR,1.3,'-,[NR],"RNF186, OTUD3","Ulcerative colitis","ulcerative colitis",'-,GCST000624,1:19845367
rs2858829-<b>?</b>,"8 x 10-10",,NR,1.12,'-,[1.08-1.16],"DSE, CBX3P9","Ulcerative colitis","ulcerative colitis",'-,GCST002548,6:116447754
rs2642575-<b>?</b>,"5 x 10-6","(Southern European)",NR,1.11,'-,[NR],"RPL5P26, COL13A1","Ulcerative colitis","ulcerative colitis",'-,GCST002548,10:69783412
rs8179646-<b>T</b>,"6 x 10-6","(Southern European)",0.38,1.17,'-,[1.03-1.34],"LINC01958, RPLP0P7","Ulcerative colitis","ulcerative colitis",'-,GCST002548,2:156742166
rs11133504-<b>?</b>,"1 x 10-7","(Southern European)",0.86,1.33,'-,[1.14-1.59],LINC02380,"Ulcerative colitis","ulcerative colitis",'-,GCST002548,4:57514156
rs4725479-<b>?</b>,"5 x 10-7","(Southern European)",0.66,1.19,'-,[1.04-1.35],'-,"Ulcerative colitis","ulcerative colitis",'-,GCST002548,7:153048725
rs4246949-<b>?</b>,"7 x 10-6","(Southern European)",0.77,1.22,'-,[1.05-1.41],CPXM2,"Ulcerative colitis","ulcerative colitis",'-,GCST002548,10:123757564
rs11679592-<b>C</b>,"9 x 10-6","(Southern European)",0.48,1.16,'-,[1.03-1.31],MYT1L,"Ulcerative colitis","ulcerative colitis",'-,GCST002548,2:2402716
rs7554511-<b>?</b>,"5 x 10-6","(Southern European)",NR,1.41,'-,[1.22-1.64],INAVA,"Ulcerative colitis","ulcerative colitis",'-,GCST002548,1:200908434
rs3197999-<b>?</b>,"8 x 10-7","(Southern European)",NR,1.38,'-,[1.21-1.56],MST1,"Ulcerative colitis","ulcerative colitis",'-,GCST002548,3:49684099
rs9268877-<b>T</b>,"6 x 10-18",,0.45,1.45,'-,[1.33-1.58],HLA-DRB9,"Ulcerative colitis","ulcerative colitis",'-,GCST000243,6:32463370
rs3024505-<b>T</b>,"1 x 10-12",,0.15,1.46,'-,[1.31-1.62],"Y_RNA, IL10","Ulcerative colitis","ulcerative colitis",'-,GCST000243,1:206766559
rs3749171-<b>T</b>,"9 x 10-7",,0.826119,1.42,'-,'-,GPR35,"Childhood onset ulcerative colitis","ulcerative colitis",'-,GCST005815,2:240630275
rs17188113-<b>?</b>,"9 x 10-7",,'-,1.8086454,'-,[1.57-2.05],TRIM15,"Childhood onset ulcerative colitis","ulcerative colitis",'-,GCST005815,6:30163346
HLA-DRB1*0103-<b>?</b>,"2 x 10-13",,'-,6.9418,'-,[6.43-7.46],'-,"Childhood onset ulcerative colitis","ulcerative colitis",'-,GCST005815,"Mapping not available"
HLA-DRB1*1301-<b>?</b>,"7 x 10-8",,'-,2.1073,'-,[1.84-2.38],'-,"Childhood onset ulcerative colitis","ulcerative colitis",'-,GCST005815,"Mapping not available"
rs871822-<b>G</b>,"4 x 10-6",,0.266,0.5,'-,'-,PRDM16,"Ulcerative colitis","ulcerative colitis",'-,GCST90020072,1:3396350
rs77894461-<b>T</b>,"8 x 10-6",,0.051,2.7,'-,'-,"UBR4, IFFO2","Ulcerative colitis","ulcerative colitis",'-,GCST90020072,1:19059278
rs12566217-<b>G</b>,"2 x 10-6",,0.144,2,'-,'-,COG2,"Ulcerative colitis","ulcerative colitis",'-,GCST90020072,1:230656496
rs72949953-<b>A</b>,"1 x 10-6",,0.039,3.2,'-,'-,LINC01953,"Ulcerative colitis","ulcerative colitis",'-,GCST90020072,2:213161660
rs3910312-<b>C</b>,"7 x 10-7",,0.255,1.8,'-,'-,ZNRD1ASP,"Ulcerative colitis","ulcerative colitis",'-,GCST90020072,6:30040969
rs41291790-<b>A</b>,"3 x 10-8",,0.022,5.3,'-,'-,"UQCRHP1, NCR3","Ulcerative colitis","ulcerative colitis",'-,GCST90020072,6:31604887
rs6946352-<b>G</b>,"3 x 10-7",,0.045,3.2,'-,'-,BZW2,"Ulcerative colitis","ulcerative colitis",'-,GCST90020072,7:16666924
rs4370571-<b>A</b>,"4 x 10-6",,0.582,0.6,'-,'-,"ZYXP1, RNU6-144P","Ulcerative colitis","ulcerative colitis",'-,GCST90020072,8:137292352
rs75486977-<b>T</b>,"5 x 10-6",,0.015,4.9,'-,'-,LINC02625,"Ulcerative colitis","ulcerative colitis",'-,GCST90020072,10:61820063
rs17231595-<b>T</b>,"5 x 10-6",,0.017,4.8,'-,'-,"LRRTM3, CTNNA3","Ulcerative colitis","ulcerative colitis",'-,GCST90020072,10:66965005
rs72755010-<b>C</b>,"3 x 10-6",,0.042,2.8,'-,'-,DAPK2,"Ulcerative colitis","ulcerative colitis",'-,GCST90020072,15:64012645
rs1049526-<b>?</b>,"2 x 10-8",,'-,2.3810558,'-,[1.74-3.26],BRD2,"Ulcerative colitis","ulcerative colitis",'-,GCST003960,6:32981027
rs501916-<b>?</b>,"5 x 10-7",,'-,1.512222,'-,[1.29-1.78],SEMA6D,"Ulcerative colitis","ulcerative colitis",'-,GCST003960,15:47761032
rs2395128-<b>?</b>,"2 x 10-7",,'-,1.5446734,'-,[1.31-1.82],DUSP29,"Ulcerative colitis","ulcerative colitis",'-,GCST003960,10:75052692
rs56404409-<b>?</b>,"6 x 10-6",,'-,1.5007368,'-,[1.26-1.79],GRAMD1B,"Ulcerative colitis","ulcerative colitis",'-,GCST003960,11:123459759
rs501916-<b>?</b>,"4 x 10-10",(Children),'-,1.8129687,'-,[1.51-2.18],SEMA6D,"Ulcerative colitis","ulcerative colitis",'-,GCST003960,15:47761032
rs1049526-<b>?</b>,"3 x 10-7",(Adults),'-,2.697503,'-,[1.87-3.90],BRD2,"Ulcerative colitis","ulcerative colitis",'-,GCST003960,6:32981027
rs2239802-<b>?</b>,"2 x 10-7",(Adults),'-,1.7715251,'-,[1.43-2.19],HLA-DRA,"Ulcerative colitis","ulcerative colitis",'-,GCST003960,6:32444069
rs2187668-<b>?</b>,"4 x 10-6",(Adults),'-,2.21266,'-,[1.54-3.12],HLA-DQA1,"Ulcerative colitis","ulcerative colitis",'-,GCST003960,6:32638107
rs979961-<b>?</b>,"8 x 10-7",(Adults),'-,1.8414419,'-,[1.45-2.34],RNU6-119P,"Ulcerative colitis","ulcerative colitis",'-,GCST003960,4:116929300
rs1811711-<b>C</b>,"6 x 10-9",,0.826,1.14,'-,[1.10–1.18],CCL20,"Ulcerative colitis","ulcerative colitis",'-,GCST004133,2:227805760
rs17656349-<b>T</b>,"2 x 10-8",,0.466,1.09,'-,[1.06–1.13],CAMK2A,"Ulcerative colitis","ulcerative colitis",'-,GCST004133,5:150226431
rs113986290-<b>C</b>,"8 x 10-9",,0.989,1.36,'-,[1.25–1.46],LNC-LBCS,"Ulcerative colitis","ulcerative colitis",'-,GCST004133,6:19780778
rs7911117-<b>T</b>,"2 x 10-8",,0.871,1.14,'-,[1.10–1.19],"ABI1, FAM238C","Ulcerative colitis","ulcerative colitis",'-,GCST004133,10:26890667
rs138788-<b>A</b>,"3 x 10-8",,0.418,1.09,'-,[1.06–1.13],TOM1,"Ulcerative colitis","ulcerative colitis",'-,GCST004133,22:35333728
rs6927022-<b>?</b>,"5 x 10-65",,'-,'-,'-,'-,HLA-DQA1,"Ulcerative colitis","ulcerative colitis",'-,GCST004133,6:32644620
rs78534766-<b>?</b>,"3 x 10-13",,'-,'-,'-,'-,ADCY7,"Ulcerative colitis","ulcerative colitis",'-,GCST004133,16:50301163
rs7282490-<b>?</b>,"5 x 10-13",,'-,'-,'-,'-,GATD3A,"Ulcerative colitis","ulcerative colitis",'-,GCST004133,21:44195858
rs4845604-<b>?</b>,"2 x 10-11",,'-,'-,'-,'-,RORC,"Ulcerative colitis","ulcerative colitis",'-,GCST004133,1:151829204
