"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs4980020-<b>A</b>,"2 x 10-10",,0.366506557,'-,"0.13821167 unit increase",[0.096-0.181],ZMIZ1-AS1,"Prostate cancer","prostate carcinoma",'-,GCST90018685,10:79067875
rs142025399-<b>T</b>,"2 x 10-17",,0.02874696,'-,"0.5463741 unit increase",[0.42-0.67],KRT8,"Prostate cancer","prostate carcinoma",'-,GCST90018685,12:52921881
rs61390061-<b>T</b>,"4 x 10-13",,0.039227128,'-,"0.439876 unit increase",[0.32-0.56],"RNU6-66P, RNU4-10P","Prostate cancer","prostate carcinoma",'-,GCST90018685,13:73167240
rs8064454-<b>C</b>,"7 x 10-48",,0.670181649,'-,"0.32847837 unit increase",[0.28-0.37],HNF1B,"Prostate cancer","prostate carcinoma",'-,GCST90018685,17:37741595
chr17:46493479-<b>C</b>,"3 x 10-14",,8.24451E-4,'-,"3.0365047 unit increase",[2.25-3.82],'-,"Prostate cancer","prostate carcinoma",'-,GCST90018685,"Mapping not available"
rs532860474-<b>A</b>,"5 x 10-8",,0.007978373,'-,"0.68359643 unit increase",[0.44-0.93],RNF213,"Prostate cancer","prostate carcinoma",'-,GCST90018685,17:80283547
rs2735837-<b>G</b>,"3 x 10-11",,0.603999134,'-,"0.14207874 unit increase",[0.1-0.18],KLK2,"Prostate cancer","prostate carcinoma",'-,GCST90018685,19:50862210
rs2823739-<b>G</b>,"1 x 10-8",,0.134426194,'-,"0.17302689 unit decrease",[0.11-0.23],MIR99AHG,"Prostate cancer","prostate carcinoma",'-,GCST90018685,21:16289097
rs138426-<b>A</b>,"2 x 10-11",,0.695036154,'-,"0.1583257 unit increase",[0.11-0.2],KDELR3,"Prostate cancer","prostate carcinoma",'-,GCST90018685,22:38475886
rs9358412-<b>A</b>,"3 x 10-10",,NR,'-,"0.0908 unit decrease",[0.063-0.119],"CDKAL1, LINC00581","Prostate cancer","prostate carcinoma",'-,GCST90018905,6:21322231
rs9263523-<b>T</b>,"1 x 10-10",,NR,'-,"0.0949 unit decrease",[0.066-0.124],"RNU6-1133P, C6orf15","Prostate cancer","prostate carcinoma",'-,GCST90018905,6:31099487
rs3798550-<b>A</b>,"3 x 10-10",,NR,'-,"0.0912 unit decrease",[0.063-0.12],SPDEF,"Prostate cancer","prostate carcinoma",'-,GCST90018905,6:34549452
rs9381080-<b>C</b>,"5 x 10-21",,NR,'-,"0.1195 unit increase",[0.095-0.144],FOXP4,"Prostate cancer","prostate carcinoma",'-,GCST90018905,6:41559960
rs2709729-<b>T</b>,"1 x 10-12",,NR,'-,"0.0866 unit decrease",[0.063-0.111],LINC01162,"Prostate cancer","prostate carcinoma",'-,GCST90018905,7:20886387
rs10486567-<b>A</b>,"2 x 10-23",,NR,'-,"0.1503 unit decrease",[0.12-0.18],JAZF1,"Prostate cancer","prostate carcinoma",'-,GCST90018905,7:27936944
rs11768309-<b>A</b>,"1 x 10-16",,NR,'-,"0.1088 unit decrease",[0.083-0.134],LMTK2,"Prostate cancer","prostate carcinoma",'-,GCST90018905,7:98144500
rs11986220-<b>T</b>,"6 x 10-141",,NR,'-,"0.4569 unit decrease",[0.42-0.49],"CASC11, CASC8","Prostate cancer","prostate carcinoma",'-,GCST90018905,8:127519444
chr8:129642851-<b>A</b>,"1 x 10-8",,NR,'-,"1.8973 unit increase",[1.24-2.55],'-,"Prostate cancer","prostate carcinoma",'-,GCST90018905,"Mapping not available"
rs13265330-<b>T</b>,"6 x 10-55",,NR,'-,"0.1875 unit decrease",[0.16-0.21],"NKX3-1, SINHCAFP3","Prostate cancer","prostate carcinoma",'-,GCST90018905,8:23668030
rs67131978-<b>AGCCTC</b>,"9 x 10-9",,NR,'-,"0.0828 unit decrease",[0.055-0.111],"LINC01509, RAD23B","Prostate cancer","prostate carcinoma",'-,GCST90018905,9:107383554
rs77612511-<b>T</b>,"2 x 10-9",,NR,'-,"0.1803 unit decrease",[0.12-0.24],"WDR11, RPL19P16","Prostate cancer","prostate carcinoma",'-,GCST90018905,10:121076917
rs7077275-<b>C</b>,"2 x 10-8",,NR,'-,"0.0821 unit increase",[0.053-0.111],CTBP2,"Prostate cancer","prostate carcinoma",'-,GCST90018905,10:125008641
rs10993994-<b>C</b>,"3 x 10-53",,NR,'-,"0.2031 unit decrease",[0.18-0.23],MSMB,"Prostate cancer","prostate carcinoma",'-,GCST90018905,10:46046326
rs56002941-<b>G</b>,"2 x 10-11",,NR,'-,"0.1322 unit decrease",[0.094-0.171],LINC00856,"Prostate cancer","prostate carcinoma",'-,GCST90018905,10:78492220
rs12285347-<b>C</b>,"1 x 10-8",,NR,'-,"0.0775 unit decrease",[0.051-0.104],MMP7,"Prostate cancer","prostate carcinoma",'-,GCST90018905,11:102525876
rs10840606-<b>G</b>,"1 x 10-23",,NR,'-,"0.178 unit increase",[0.14-0.21],"ASCL2, MIR4686","Prostate cancer","prostate carcinoma",'-,GCST90018905,11:2213460
rs12275055-<b>G</b>,"8 x 10-44",,NR,'-,"0.2801 unit increase",[0.24-0.32],"SMIM38, MYEOV","Prostate cancer","prostate carcinoma",'-,GCST90018905,11:69213892
rs7307567-<b>T</b>,"3 x 10-8",,NR,'-,"0.1026 unit increase",[0.066-0.139],"WBP11, H2AJ","Prostate cancer","prostate carcinoma",'-,GCST90018905,12:14780588
rs56222401-<b>G</b>,"2 x 10-10",,NR,'-,"0.0859 unit increase",[0.059-0.112],"PRPH, TUBA1C","Prostate cancer","prostate carcinoma",'-,GCST90018905,12:49278931
rs73110464-<b>T</b>,"1 x 10-17",,NR,'-,"0.187 unit increase",[0.14-0.23],KRT8,"Prostate cancer","prostate carcinoma",'-,GCST90018905,12:52918828
rs7489384-<b>G</b>,"5 x 10-16",,NR,'-,"0.1211 unit decrease",[0.092-0.15],"RNU4-10P, RNU6-66P","Prostate cancer","prostate carcinoma",'-,GCST90018905,13:73142687
rs12889169-<b>T</b>,"3 x 10-10",,NR,'-,"0.1182 unit increase",[0.081-0.155],FERMT2,"Prostate cancer","prostate carcinoma",'-,GCST90018905,14:52901514
rs115950603-<b>T</b>,"9 x 10-10",,NR,'-,"0.1503 unit increase",[0.1-0.2],"MYOCD-AS1, MYOCD","Prostate cancer","prostate carcinoma",'-,GCST90018905,17:12677416
rs11651052-<b>G</b>,"5 x 10-79",,NR,'-,"0.2307 unit increase",[0.21-0.25],HNF1B,"Prostate cancer","prostate carcinoma",'-,GCST90018905,17:37742390
rs3838485-<b>CGG</b>,"4 x 10-9",,NR,'-,"0.075 unit increase",[0.05-0.1],RAB13,"Prostate cancer","prostate carcinoma",'-,GCST90018905,1:153985725
rs930947-<b>A</b>,"3 x 10-9",,NR,'-,"0.0942 unit increase",[0.063-0.125],"RNA5SP74, LRRN2","Prostate cancer","prostate carcinoma",'-,GCST90018905,1:204572069
rs10204633-<b>G</b>,"8 x 10-9",,NR,'-,"0.1097 unit increase",[0.072-0.147],"INHBB, RALB","Prostate cancer","prostate carcinoma",'-,GCST90018905,2:120342593
rs116532339-<b>G</b>,"8 x 10-21",,NR,'-,"0.1859 unit decrease",[0.15-0.22],ITGA6,"Prostate cancer","prostate carcinoma",'-,GCST90018905,2:172457063
rs9306895-<b>C</b>,"4 x 10-14",,NR,'-,"0.0918 unit increase",[0.068-0.116],GDF7,"Prostate cancer","prostate carcinoma",'-,GCST90018905,2:20678393
rs80151891-<b>T</b>,"9 x 10-9",,NR,'-,"0.1144 unit increase",[0.075-0.153],MLPH,"Prostate cancer","prostate carcinoma",'-,GCST90018905,2:237490183
rs116154780-<b>T</b>,"1 x 10-8",,NR,'-,"0.3165 unit decrease",[0.21-0.43],SEPTIN2,"Prostate cancer","prostate carcinoma",'-,GCST90018905,2:241346959
rs7591218-<b>G</b>,"6 x 10-21",,NR,'-,"0.1185 unit decrease",[0.094-0.143],THADA,"Prostate cancer","prostate carcinoma",'-,GCST90018905,2:43410859
rs58235267-<b>G</b>,"3 x 10-21",,NR,'-,"0.1165 unit increase",[0.092-0.141],OTX1,"Prostate cancer","prostate carcinoma",'-,GCST90018905,2:63050708
rs699664-<b>T</b>,"6 x 10-9",,NR,'-,"0.0735 unit decrease",[0.049-0.098],GGCX,"Prostate cancer","prostate carcinoma",'-,GCST90018905,2:85553413
rs9827928-<b>G</b>,"7 x 10-13",,NR,'-,"0.0922 unit decrease",[0.067-0.117],SIDT1,"Prostate cancer","prostate carcinoma",'-,GCST90018905,3:113585934
rs149272765-<b>T</b>,"1 x 10-27",,NR,'-,"0.9221 unit increase",[0.76-1.09],EEFSEC,"Prostate cancer","prostate carcinoma",'-,GCST90018905,3:128385626
rs78416326-<b>C</b>,"2 x 10-24",,NR,'-,"0.1545 unit decrease",[0.12-0.18],"PRKCI, SKIL","Prostate cancer","prostate carcinoma",'-,GCST90018905,3:170356729
rs60086365-<b>A</b>,"4 x 10-25",,NR,'-,"0.1255 unit decrease",[0.1-0.15],LINC00506,"Prostate cancer","prostate carcinoma",'-,GCST90018905,3:87142941
rs7679673-<b>A</b>,"2 x 10-15",,NR,'-,"0.1018 unit decrease",[0.077-0.127],"RNU6-351P, TET2","Prostate cancer","prostate carcinoma",'-,GCST90018905,4:105140377
rs6853490-<b>G</b>,"6 x 10-14",,NR,'-,"0.09 unit increase",[0.066-0.114],PDLIM5,"Prostate cancer","prostate carcinoma",'-,GCST90018905,4:94623567
rs4958244-<b>G</b>,"6 x 10-9",,NR,'-,"0.0807 unit increase",[0.054-0.108],"RN7SL541P, LINC01843","Prostate cancer","prostate carcinoma",'-,GCST90018905,5:134509689
rs199577062-<b>TG</b>,"1 x 10-39",,NR,'-,"0.1676 unit increase",[0.14-0.19],CTD-2194D22.4,"Prostate cancer","prostate carcinoma",'-,GCST90018905,5:1889233
rs339334-<b>G</b>,"3 x 10-27",,NR,'-,"0.1351 unit decrease",[0.11-0.16],RFX6,"Prostate cancer","prostate carcinoma",'-,GCST90018905,6:116891526
rs6932847-<b>A</b>,"5 x 10-12",,NR,'-,"0.0865 unit decrease",[0.062-0.111],RGS17,"Prostate cancer","prostate carcinoma",'-,GCST90018905,6:153127172
rs4646284-<b>TG</b>,"1 x 10-25",,NR,'-,"0.1396 unit increase",[0.11-0.17],"SLC22A2, SLC22A1","Prostate cancer","prostate carcinoma",'-,GCST90018905,6:160160512
rs138213197-<b>T</b>,"4 x 10-76",,NR,'-,"2.6106 unit increase",[2.33-2.89],HOXB13,"Prostate cancer","prostate carcinoma",'-,GCST90018905,17:48728343
rs461251-<b>G</b>,"6 x 10-10",,NR,'-,"0.0745 unit increase",[0.051-0.098],VPS53,"Prostate cancer","prostate carcinoma",'-,GCST90018905,17:715922
rs6501436-<b>A</b>,"1 x 10-18",,NR,'-,"0.1081 unit decrease",[0.084-0.132],CASC17,"Prostate cancer","prostate carcinoma",'-,GCST90018905,17:71123149
rs532860474-<b>A</b>,"5 x 10-8",,NR,'-,"0.6836 unit increase",[0.44-0.93],RNF213,"Prostate cancer","prostate carcinoma",'-,GCST90018905,17:80283547
rs4802297-<b>C</b>,"3 x 10-22",,NR,'-,"0.1181 unit decrease",[0.094-0.142],SPINT2,"Prostate cancer","prostate carcinoma",'-,GCST90018905,19:38247490
rs2569735-<b>G</b>,"1 x 10-34",,NR,'-,"0.1837 unit increase",[0.15-0.21],"KLK3, KLK2","Prostate cancer","prostate carcinoma",'-,GCST90018905,19:50861013
rs6423444-<b>A</b>,"3 x 10-15",,NR,'-,"0.1117 unit decrease",[0.084-0.14],STMN3,"Prostate cancer","prostate carcinoma",'-,GCST90018905,20:63641058
rs62237617-<b>T</b>,"6 x 10-9",,NR,'-,"0.711 unit increase",[0.47-0.95],TTC28,"Prostate cancer","prostate carcinoma",'-,GCST90018905,22:28365160
rs138426-<b>A</b>,"5 x 10-13",,NR,'-,"0.1541 unit increase",[0.11-0.2],KDELR3,"Prostate cancer","prostate carcinoma",'-,GCST90018905,22:38475886
rs5759167-<b>T</b>,"2 x 10-17",,NR,'-,"0.1027 unit decrease",[0.079-0.126],"TTLL1, BIK","Prostate cancer","prostate carcinoma",'-,GCST90018905,22:43104206
rs5987437-<b>T</b>,"8 x 10-19",,NR,'-,"0.0855 unit decrease",[0.067-0.104],"CENPVL3, LINC01496","Prostate cancer","prostate carcinoma",'-,GCST90018905,X:51542889
rs5937025-<b>T</b>,"4 x 10-8",,NR,'-,"0.0466 unit decrease",[0.03-0.063],"SLC7A3, TEX11","Prostate cancer","prostate carcinoma",'-,GCST90018905,X:70922180
rs2405942-<b>A</b>,"5 x 10-10",,NR,'-,"0.0682 unit increase",[0.047-0.09],SHROOM2,"Prostate cancer","prostate carcinoma",'-,GCST90018905,X:9846095
rs8023793-<b>A</b>,"3 x 10-11",,0.569,1.114,'-,NR,LINC01169,"Prostate cancer","prostate carcinoma",'-,GCST008860,15:66649755
rs11055034-<b>C</b>,"6 x 10-12",,0.58,1.119,'-,NR,APOLD1,"Prostate cancer","prostate carcinoma",'-,GCST008860,12:12737692
rs1465618-<b>T</b>,"1 x 10-6",,0.647,1.137,'-,NR,THADA,"Prostate cancer","prostate carcinoma",'-,GCST008860,2:43326810
rs4554825-<b>C</b>,"8 x 10-12",,0.766,1.142,'-,NR,LINC00856,"Prostate cancer","prostate carcinoma",'-,GCST008860,10:78484866
rs4842687-<b>A</b>,"6 x 10-12",,0.756,1.143,'-,NR,RNU6-148P,"Prostate cancer","prostate carcinoma",'-,GCST008860,12:89762600
rs2242652-<b>G</b>,"8 x 10-6",,0.756,1.146,'-,NR,TERT,"Prostate cancer","prostate carcinoma",'-,GCST008860,5:1279913
rs11649743-<b>G</b>,"6 x 10-7",,0.703,1.147,'-,NR,HNF1B,"Prostate cancer","prostate carcinoma",'-,GCST008860,17:37714971
rs2252004-<b>C</b>,"8 x 10-6",,0.785,1.151,'-,NR,RPL19P16,"Prostate cancer","prostate carcinoma",'-,GCST008860,10:121085195
rs2659124-<b>T</b>,"2 x 10-8",,0.605,1.156,'-,NR,"KLK3, KLK15","Prostate cancer","prostate carcinoma",'-,GCST008860,19:50851341
rs2735839-<b>G</b>,"3 x 10-9",,0.6,1.163,'-,NR,"KLK2, KLK3","Prostate cancer","prostate carcinoma",'-,GCST008860,19:50861367
rs16901814-<b>G</b>,"6 x 10-12",,0.838,1.167,'-,NR,PCAT1,"Prostate cancer","prostate carcinoma",'-,GCST008860,8:126869707
rs12621278-<b>A</b>,"3 x 10-8",,0.777,1.182,'-,NR,ITGA6,"Prostate cancer","prostate carcinoma",'-,GCST008860,2:172446825
rs114780236-<b>G</b>,"2 x 10-14",,0.829,1.187,'-,NR,WDPCP,"Prostate cancer","prostate carcinoma",'-,GCST008860,2:63561915
rs138708-<b>G</b>,"1 x 10-15",,0.834,1.198,'-,NR,SUN2,"Prostate cancer","prostate carcinoma",'-,GCST008860,22:38742327
rs339331-<b>T</b>,"9 x 10-15",,0.631,1.222,'-,NR,RFX6,"Prostate cancer","prostate carcinoma",'-,GCST008860,6:116888889
rs10086908-<b>T</b>,"7 x 10-14",,0.797,1.269,'-,NR,PCAT1,"Prostate cancer","prostate carcinoma",'-,GCST008860,8:126999692
rs4430796-<b>A</b>,"5 x 10-27",,0.648,1.365,'-,NR,HNF1B,"Prostate cancer","prostate carcinoma",'-,GCST008860,17:37738049
rs2055109-<b>C</b>,"9 x 10-6",,0.107,1.1947432,'-,NR,KRT8P25,"Prostate cancer","prostate carcinoma",'-,GCST008860,3:87418182
rs2660753-<b>T</b>,"1 x 10-9",,0.259,1.1778563,'-,NR,"LINC00506, PPATP1","Prostate cancer","prostate carcinoma",'-,GCST008860,3:87061524
rs12653946-<b>T</b>,"1 x 10-16",,0.445,1.2254902,'-,NR,CTD-2194D22.4,"Prostate cancer","prostate carcinoma",'-,GCST008860,5:1895715
rs1983891-<b>T</b>,"5 x 10-8",,0.419,1.1454753,'-,NR,FOXP4,"Prostate cancer","prostate carcinoma",'-,GCST008860,6:41568689
rs10486567-<b>G</b>,"6 x 10-6",,0.099,1.1947432,'-,NR,JAZF1,"Prostate cancer","prostate carcinoma",'-,GCST008860,7:27936944
rs7837688-<b>T</b>,"2 x 10-58",,0.158,1.7271158,'-,NR,CASC8,"Prostate cancer","prostate carcinoma",'-,GCST008860,8:127527115
rs1447295-<b>A</b>,"4 x 10-42",,0.179,1.5060241,'-,NR,CASC8,"Prostate cancer","prostate carcinoma",'-,GCST008860,8:127472793
rs16901979-<b>A</b>,"3 x 10-34",,0.188,1.4285715,'-,NR,"CASC19, PCAT1","Prostate cancer","prostate carcinoma",'-,GCST008860,8:127112671
rs1512268-<b>T</b>,"3 x 10-24",,0.37,1.2886598,'-,NR,"SINHCAFP3, NKX3-1","Prostate cancer","prostate carcinoma",'-,GCST008860,8:23668950
rs6983267-<b>G</b>,"1 x 10-8",,0.334,1.1560693,'-,NR,"POU5F1B, CCAT2, CASC8, PCAT1","Prostate cancer","prostate carcinoma",'-,GCST008860,8:127401060
rs10993994-<b>T</b>,"5 x 10-10",,0.455,1.1641443,'-,NR,MSMB,"Prostate cancer","prostate carcinoma",'-,GCST008860,10:46046326
rs9600079-<b>T</b>,"7 x 10-8",,0.386,1.1428571,'-,NR,"RNU6-66P, RNU4-10P","Prostate cancer","prostate carcinoma",'-,GCST008860,13:73154002
rs6062509-<b>T</b>,"4 x 10-6",,0.389,1.1223345,'-,NR,ZGPAT,"Prostate cancer","prostate carcinoma",'-,GCST008860,20:63731211
rs7542260-<b>T</b>,"4 x 10-11",,0.902,1.1862396,'-,NR,'-,"Prostate cancer","prostate carcinoma",'-,GCST008860,1:5683136
rs11125927-<b>G</b>,"4 x 10-16",,0.772,1.1627907,'-,NR,"RPL21P37, TMEM17","Prostate cancer","prostate carcinoma",'-,GCST008860,2:62525840
rs73862213-<b>G</b>,"6 x 10-23",,0.923,1.3140606,'-,NR,GATA2-AS1,"Prostate cancer","prostate carcinoma",'-,GCST008860,3:128498656
rs75777376-<b>C</b>,"1 x 10-20",,0.923,1.32626,'-,NR,PCAT1,"Prostate cancer","prostate carcinoma",'-,GCST008860,8:126783938
rs77911174-<b>G</b>,"5 x 10-20",,0.634,1.1641443,'-,NR,ZMIZ1-AS1,"Prostate cancer","prostate carcinoma",'-,GCST008860,10:79067076
rs6117562-<b>A</b>,"3 x 10-8",,0.512,1.0928961,'-,NR,'-,"Prostate cancer","prostate carcinoma",'-,GCST008860,"Mapping not available"
rs4826594-<b>A</b>,"7 x 10-9",,0.508,1.0695187,'-,NR,"TSR2, WNK3","Prostate cancer","prostate carcinoma",'-,GCST008860,X:54427973
rs141536087-<b>GCGCA</b>,"5 x 10-6",,NR,1.09,'-,[NR],LARP4B,"Prostate cancer (advanced)","prostate carcinoma",'-,GCST006083,10:808752
rs527510716-<b>C</b>,"3 x 10-7",,NR,1.1,'-,[NR],MAD1L1,"Prostate cancer (advanced)","prostate carcinoma",'-,GCST006083,7:1904901
rs61890184-<b>A</b>,"1 x 10-7",,NR,1.11,'-,[NR],PPFIBP2,"Prostate cancer (advanced)","prostate carcinoma",'-,GCST006083,11:7526356
rs17321482-<b>C</b>,"1 x 10-8",,NR,1.1,'-,[NR],ARHGAP6,"Prostate cancer (advanced)","prostate carcinoma",'-,GCST006083,X:11464514
rs10845938-<b>G</b>,"9 x 10-7",,NR,1.07,'-,[NR],"RPL30P11, GNAI2P1","Prostate cancer (advanced)","prostate carcinoma",'-,GCST006083,12:14263984
rs9469899-<b>A</b>,"2 x 10-6",,NR,1.07,'-,[NR],UHRF1BP1,"Prostate cancer (advanced)","prostate carcinoma",'-,GCST006083,6:34825347
rs61088131-<b>T</b>,"4 x 10-6",,NR,1.09,'-,[NR],"POU2F2, DEDD2","Prostate cancer (advanced)","prostate carcinoma",'-,GCST006083,19:42196795
rs6091758-<b>G</b>,"2 x 10-7",,NR,1.08,'-,[NR],SUMO1P1,"Prostate cancer (advanced)","prostate carcinoma",'-,GCST006083,20:53838666
rs28607662-<b>C</b>,"5 x 10-6",,NR,1.11,'-,[NR],TCF4,"Prostate cancer (advanced)","prostate carcinoma",'-,GCST006083,18:55563628
rs11863709-<b>C</b>,"7 x 10-7",,NR,1.21,'-,[NR],ADGRG1,"Prostate cancer (advanced)","prostate carcinoma",'-,GCST006083,16:57620664
rs5799921-<b>GA</b>,"1 x 10-6",,NR,1.08,'-,[NR],RNU6-148P,"Prostate cancer (advanced)","prostate carcinoma",'-,GCST006083,12:89766754
rs11691517-<b>T</b>,"7 x 10-7",,NR,1.08,'-,[NR],"BCL2L11, MIR4435-2HG","Prostate cancer (advanced)","prostate carcinoma",'-,GCST006083,2:111135519
rs1182-<b>A</b>,"1 x 10-7",,NR,1.09,'-,[NR],TOR1A,"Prostate cancer (advanced)","prostate carcinoma",'-,GCST006083,9:129813781
rs10793821-<b>T</b>,"9 x 10-7",,NR,1.07,'-,[NR],"RNU6-456P, LINC01843","Prostate cancer (advanced)","prostate carcinoma",'-,GCST006083,5:134500518
rs34579442-<b>C</b>,"8 x 10-7",,NR,1.08,'-,[NR],"DENND4B, GATAD2B","Prostate cancer (advanced)","prostate carcinoma",'-,GCST006083,1:153927425
rs11859370-<b>T</b>,"2 x 10-8",,NR,1.21,'-,[1.13-1.29],ADGRG1,"Prostate cancer (advanced)","prostate carcinoma",'-,GCST006083,16:57619621
rs2788524-<b>G</b>,"4 x 10-10",,NR,1.1,'-,[1.07-1.13],ARHGAP6,"Prostate cancer (advanced)","prostate carcinoma",'-,GCST006083,X:11321091
rs56366063-<b>C</b>,"1 x 10-8",,NR,1.14,'-,[1.09-1.19],"BCL2L11, MIR4435-2HG","Prostate cancer (advanced)","prostate carcinoma",'-,GCST006083,2:111146954
rs138004030-<b>G</b>,"3 x 10-8",,0.91,1.27,'-,[1.17-1.38],RPL12P23,"Prostate cancer (early onset)","prostate carcinoma",'-,GCST006089,6:170160655
rs111599055-<b>C</b>,"1 x 10-8",,0.69,1.13,'-,[1.08-1.18],FBRSL1,"Prostate cancer (early onset)","prostate carcinoma",'-,GCST006089,12:132563775
rs77777548-<b>G</b>,"3 x 10-8",,0.02,2.94,'-,[2.01-4.29],LNC-LBCS,"Prostate cancer (early onset)","prostate carcinoma",'-,GCST006089,6:19628196
rs141536087-<b>GCGCA</b>,"4 x 10-6",,NR,1.13,'-,[NR],LARP4B,"Prostate cancer (early onset)","prostate carcinoma",'-,GCST006089,10:808752
rs10845938-<b>G</b>,"7 x 10-8",,NR,1.11,'-,[NR],"RPL30P11, GNAI2P1","Prostate cancer (early onset)","prostate carcinoma",'-,GCST006089,12:14263984
rs11666569-<b>C</b>,"3 x 10-6",,NR,1.11,'-,[NR],MYO9B,"Prostate cancer (early onset)","prostate carcinoma",'-,GCST006089,19:17103263
rs1048169-<b>C</b>,"8 x 10-7",,NR,1.1,'-,[NR],HAUS6,"Prostate cancer (early onset)","prostate carcinoma",'-,GCST006089,9:19055967
rs6091758-<b>G</b>,"6 x 10-6",,NR,1.1,'-,[NR],SUMO1P1,"Prostate cancer (early onset)","prostate carcinoma",'-,GCST006089,20:53838666
rs201158093-<b>TAA</b>,"6 x 10-7",,NR,1.11,'-,[NR],"MPHOSPH6, MTCYBP28","Prostate cancer (early onset)","prostate carcinoma",'-,GCST006089,16:82145289
rs1182-<b>A</b>,"1 x 10-7",,NR,1.13,'-,[NR],TOR1A,"Prostate cancer (early onset)","prostate carcinoma",'-,GCST006089,9:129813781
rs7295014-<b>G</b>,"6 x 10-8",,NR,1.12,'-,[NR],FBRSL1,"Prostate cancer (early onset)","prostate carcinoma",'-,GCST006089,12:132491403
rs1933488-<b>A</b>,"4 x 10-21",,0.58,1.08,'-,[1.06-1.10],RGS17,"Prostate cancer","prostate carcinoma",'-,GCST006085,6:153119944
rs9364554-<b>T</b>,"5 x 10-33",,0.28,1.11,'-,[1.09-1.13],SLC22A3,"Prostate cancer","prostate carcinoma",'-,GCST006085,6:160412632
rs12155172-<b>A</b>,"9 x 10-23",,0.22,1.1,'-,[1.08-1.12],LINC01162,"Prostate cancer","prostate carcinoma",'-,GCST006085,7:20954872
rs10486567-<b>G</b>,"2 x 10-45",,0.76,1.14,'-,[1.12-1.16],JAZF1,"Prostate cancer","prostate carcinoma",'-,GCST006085,7:27936944
rs56232506-<b>A</b>,"1 x 10-11",,0.45,1.06,'-,[1.04-1.07],TNS3,"Prostate cancer","prostate carcinoma",'-,GCST006085,7:47397647
rs6465657-<b>C</b>,"7 x 10-37",,0.46,1.11,'-,[1.09-1.12],LMTK2,"Prostate cancer","prostate carcinoma",'-,GCST006085,7:98187015
rs2928679-<b>A</b>,"2 x 10-11",,0.44,1.05,'-,[1.04-1.07],"SLC25A37, RNU4-71P","Prostate cancer","prostate carcinoma",'-,GCST006085,8:23581462
rs11135910-<b>T</b>,"9 x 10-13",,0.15,1.08,'-,[1.06-1.10],EBF2,"Prostate cancer","prostate carcinoma",'-,GCST006085,8:26034626
rs183373024-<b>G</b>,"4 x 10-160",,0.01,2.91,'-,[2.69-3.14],"PRNCR1, CASC19, PCAT1","Prostate cancer","prostate carcinoma",'-,GCST006085,8:127091872
rs1447295-<b>A</b>,"1 x 10-179",,0.11,1.41,'-,[1.38-1.45],CASC8,"Prostate cancer","prostate carcinoma",'-,GCST006085,8:127472793
rs17694493-<b>G</b>,"2 x 10-10",,0.14,1.08,'-,[1.05-1.10],CDKN2B-AS1,"Prostate cancer","prostate carcinoma",'-,GCST006085,9:22041999
rs76934034-<b>T</b>,"2 x 10-14",,0.92,1.12,'-,[1.09-1.16],MARCHF8,"Prostate cancer","prostate carcinoma",'-,GCST006085,10:45587537
rs10993994-<b>T</b>,"2 x 10-147",,0.38,1.23,'-,[1.21-1.25],MSMB,"Prostate cancer","prostate carcinoma",'-,GCST006085,10:46046326
rs3850699-<b>A</b>,"6 x 10-16",,0.7,1.07,'-,[1.05-1.09],TRIM8,"Prostate cancer","prostate carcinoma",'-,GCST006085,10:102654464
rs4962416-<b>C</b>,"2 x 10-11",,0.27,1.06,'-,[1.04-1.08],CTBP2,"Prostate cancer","prostate carcinoma",'-,GCST006085,10:125008303
rs7127900-<b>A</b>,"5 x 10-68",,0.2,1.19,'-,[1.16-1.21],"ASCL2, MIR4686","Prostate cancer","prostate carcinoma",'-,GCST006085,11:2212344
rs7931342-<b>G</b>,"1 x 10-86",,0.5,1.17,'-,[1.15-1.19],"SMIM38, MYEOV","Prostate cancer","prostate carcinoma",'-,GCST006085,11:69227030
rs11568818-<b>T</b>,"2 x 10-19",,0.55,1.08,'-,[1.06-1.09],"MMP7, MMP20","Prostate cancer","prostate carcinoma",'-,GCST006085,11:102530930
rs11214775-<b>G</b>,"4 x 10-15",,0.71,1.07,'-,[1.05-1.09],HTR3B,"Prostate cancer","prostate carcinoma",'-,GCST006085,11:113936459
rs80130819-<b>A</b>,"2 x 10-11",,0.91,1.1,'-,[1.07-1.13],"SENP1, COL2A1","Prostate cancer","prostate carcinoma",'-,GCST006085,12:48025835
rs10875943-<b>C</b>,"2 x 10-15",,0.29,1.07,'-,[1.05-1.09],"TROAP-AS1, TUBA1C","Prostate cancer","prostate carcinoma",'-,GCST006085,12:49282227
rs1270884-<b>A</b>,"1 x 10-18",,0.48,1.07,'-,[1.06-1.09],LINC02459,"Prostate cancer","prostate carcinoma",'-,GCST006085,12:114247766
rs8008270-<b>C</b>,"6 x 10-16",,0.81,1.09,'-,[1.07-1.11],FERMT2,"Prostate cancer","prostate carcinoma",'-,GCST006085,14:52905612
rs8014671-<b>G</b>,"2 x 10-8",,0.58,1.05,'-,[1.03-1.06],"RN7SL77P, TTC9","Prostate cancer","prostate carcinoma",'-,GCST006085,14:70625539
